id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,event finality,77,30,10,91,389,ship,baseline,monotonic-signal
g002,nonce pressure,60,59,31,64,239,ship,edge,drag-penalty
g003,settlement risk,99,76,22,33,417,ship,recovery,confidence-floor
g004,proof depth,78,17,19,44,297,ship,negative,lane-boundary
g005,event finality,115,25,19,97,506,ship,baseline,monotonic-signal
g006,nonce pressure,49,31,41,42,105,watch,edge,drag-penalty
g007,settlement risk,64,72,33,105,301,ship,recovery,confidence-floor
g008,proof depth,75,25,30,55,260,ship,negative,lane-boundary
g009,event finality,40,74,30,78,192,ship,baseline,monotonic-signal
g010,nonce pressure,70,31,32,51,234,ship,edge,drag-penalty
g011,settlement risk,44,47,34,42,129,watch,recovery,confidence-floor
g012,proof depth,35,57,16,42,175,ship,negative,lane-boundary
g013,event finality,34,65,19,46,171,ship,baseline,monotonic-signal
g014,nonce pressure,37,36,32,53,109,watch,edge,drag-penalty
g015,settlement risk,42,24,19,104,220,ship,recovery,confidence-floor
g016,proof depth,92,56,14,91,459,ship,negative,lane-boundary
g017,event finality,76,74,13,46,372,ship,baseline,monotonic-signal
g018,nonce pressure,72,16,35,28,192,ship,edge,drag-penalty
g019,settlement risk,73,59,6,66,393,ship,recovery,confidence-floor
g020,proof depth,77,13,35,90,271,ship,negative,lane-boundary
g021,event finality,39,63,30,63,162,ship,baseline,monotonic-signal
g022,nonce pressure,111,20,8,32,464,ship,edge,drag-penalty
g023,settlement risk,107,36,40,43,347,ship,recovery,confidence-floor
g024,proof depth,108,12,37,96,392,ship,negative,lane-boundary
g025,event finality,68,23,16,41,272,ship,baseline,monotonic-signal
g026,nonce pressure,96,10,7,104,470,ship,edge,drag-penalty
g027,settlement risk,113,41,4,54,531,ship,recovery,confidence-floor
g028,proof depth,81,24,4,77,409,ship,negative,lane-boundary
g029,event finality,113,53,26,50,451,ship,baseline,monotonic-signal
g030,nonce pressure,44,35,18,41,180,ship,edge,drag-penalty
g031,settlement risk,57,64,15,41,273,ship,recovery,confidence-floor
g032,proof depth,30,11,15,45,116,watch,negative,lane-boundary
g033,event finality,101,22,17,52,410,ship,baseline,monotonic-signal
g034,nonce pressure,52,30,19,103,265,ship,edge,drag-penalty
g035,settlement risk,31,36,43,90,78,hold,recovery,confidence-floor
g036,proof depth,68,77,4,45,378,ship,negative,lane-boundary
g037,event finality,90,30,17,27,349,ship,baseline,monotonic-signal
g038,nonce pressure,105,9,4,65,478,ship,edge,drag-penalty
g039,settlement risk,116,36,41,89,425,ship,recovery,confidence-floor
g040,proof depth,81,52,40,62,278,ship,negative,lane-boundary
